學年度,學期,課程代碼,課程名稱,授課教師,上課時間,上課教室,學分,選別,開課學程/年級,授課語言,EMI課程,學制分類,備註
114,2,000327011,"中級會計學（二）","潘健民","四234","商館260106",3.0,必修,"會計系",中文,否,學士班,"＠備註:會二甲，擋修中會(一)、初會(二)。課堂與選課注意事項請參照教學大綱。"
114,2,000327021,"中級會計學（二）","陳漢鐘","四234","逸仙050101",3.0,必修,"會計系",中文,否,學士班,"＠備註:會二乙，擋修中會(一)。原則上不開放加簽非會計系同學。實習課時間最晚將於第一週上課時決定。 必修"
114,2,000348061,"管理學","吳鈞源","三234","法學院519講堂",3.0,必修,"企管系",中文,否,學士班,"＠備註:第一堂課務必出席，缺席者請自行退課，企管系以外之必修生優先。"
114,2,000348071,"管理學","賴佳怡","二234","商館260205",3.0,必修,"企管系",中文,否,學士班,"＠備註:第一堂課務必出席，缺席者請自行退課，企管系以外之必修生優先。"
114,2,000358011,"資料分析與程式設計入門","李曉惠","四D56","逸仙5樓資管電腦室",3.0,選修,"資管系",中文,否,學士班,"＠備註:原科目名稱為資料處理，已修習原科目之學生不須再修習本科目。資管系同學修習不計入畢業學分。在逸仙樓五樓資管系電腦教室(0502教室)上課。"
114,2,000360081,"統計學（二）","周珮婷","四D56","研究250103",3.0,必修,"統計系",中文,否,學士班,"＠備註:實習課為二、78，商院各系、地政系及經濟系學生優先。"
114,2,000361051,"企業倫理與社會責任","陳立民","二D56","學思040301",1.0,必修,"企管系",中文,否,學士班,"＠備註:限大三以上修習，集中授課六週，每次3小時，實際上課日期請參考教學大綱。"
114,2,000702021,"普通心理學","顏怡君","一567","大智190305",3.0,選修,"心理系",中文,否,學士班,"＠備註:無"
114,2,000711002,"微積分","張宜武","三D56","大勇210103",3.0,必修,"應數系",中文,否,學士班,"＠備註:國貿系優先。"
114,2,000712001,"微積分","洪芷漪","三D56","大智190101",3.0,必修,"應數系",中文,否,學士班,"＠備註:會計系優先"
114,2,000219532,"經濟學","蔡致遠","三234","學思040202",3.0,必修,"國貿系",中文,否,學士班,"＠備註:貿一乙、企一乙、外語學程優先。115.6.6上午舉行會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,2,000318061,"初級會計學（二）","戚務君","三234","資訊140201",3.0,必修,"會計系",中文,否,學士班,"＠備註:資管一甲，第一堂課請務必出席。擋修初會(一)。本課程於115.6.6(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,2,000318111,"初級會計學（二）","何怡澄","四234","研究250103",3.0,必修,"會計系",中文,否,學士班,"＠備註:財政一乙，實習課四1。擋修初會(一)，本課程於115.6.6(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,2,000348021,"管理學","李嘉綺、林昱錡","五D56","商館260206",3.0,必修,"企管系",英文,是,學士班,"＠備註:第一堂課務必出席，缺席者請自行退課。"
114,2,000350011,"行銷管理","陳冠儒","三234","商館260105",3.0,必修,"企管系",中文,否,學士班,"＠備註:企管二甲優先。先修管理學與經濟學，第一堂課必到。"
114,2,000350021,"行銷管理","楊凱貽","三234","商館260106",3.0,必修,"企管系",英文,是,學士班,"＠備註:第一堂課務必出席，未出席者請自行退選。先修經濟學和管理學。貿二甲優先。"
114,2,000350031,"行銷管理","楊凱貽","一D56","學思040201",3.0,必修,"企管系",英文,是,學士班,"＠備註:第一堂課務必出席，未出席者請自行退選。先修經濟學和管理學。貿二乙優先。"
114,2,000360051,"統計學（二）","楊素芬","三234","研究250103",3.0,必修,"統計系",中文,否,學士班,"＠備註:實習課為三、C及五、78。會計系一年級學生灌檔。商院各系、地政系及經濟系學生優先。"
114,2,000360061,"統計學（二）","陳怡如","三D56","資訊140206",3.0,必修,"統計系",中文,否,學士班,"＠備註:實習課為三、78。金融系一年級學生灌檔。商院各系、地政系及經濟系學生優先。"
114,2,000702011,"普通心理學","黃啟泰","二D56","學思040202",3.0,選修,"心理系",中文,否,學士班,"＠備註:無"
114,2,000713032,"微積分甲","林俊良","三D56","大勇210104",3.0,必修,"應數系",中文,否,學士班,"＠備註:統計系優先。"
114,2,000359101,"統計學（一）","薛慧敏","四234","學思040101",3.0,必修,"統計系",中文,否,學士班,"＠備註:無"
114,2,000713022,"微積分甲","林俊良","二234","大勇210104",3.0,必修,"應數系",中文,否,學士班,"＠備註:金融系優先。"
114,2,000221012,"財政學","陳國樑","三234","綜南270113",3.0,必修,"財政系",中文,否,學士班,"＠備註:財政系及經濟系優先/建議先修過微積分。開學第一、二週在綜院3樓演講廳(270317)上課。"
114,2,000228022,"貨幣銀行學","張興華","二D56","大勇210103",3.0,群修,"經濟系",中文,否,學士班,"＠備註:本課程下學期由張興華老師授課"
114,2,000318021,"初級會計學（二）","何怡澄","一D56","研究250103",3.0,必修,"會計系",中文,否,學士班,"＠備註:擋修初會(一)，財政一甲、企管一乙，實習課：一C。本課程於115.6.6(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,2,000318071,"初級會計學（二）","翁嘉祥","三234","資訊140206",3.0,必修,"會計系",中文,否,學士班,"＠備註:資管一乙，加簽考量以高年級者必修及雙輔必修為優先。欲加簽同學必須出席第一堂課，勿來信詢問。擋修初會(一)。本課程於115.6.6(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,2,000318081,"初級會計學（二）","俞洪昭","三78E","商館260210",3.0,必修,"會計系",中文,否,學士班,"＠備註:會一甲，不接受加簽 ，第一堂課請務必出席。擋修初會(一)，本課程於115.6.6(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,2,000318141,"初級會計學（二）","林禹銘","二EFG","大勇210206",3.0,必修,"會計系",中文,否,學士班,"＠備註:加簽規則請參照教學大綱或第一堂課請務必出席。擋修初會(一)。本課程於115.6.6(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,2,000327041,"中級會計學（二）","金成隆","三78E","商館260206",3.0,必修,"會計系",中文,否,學士班,"＠備註:財政三、財管二，擋修中會(一)。"
114,2,000346011,"成本管理會計（二）","李佳玲","二234","商館260206",3.0,必修,"會計系",中文,否,學士班,"＠備註:會二甲，擋修成會（一）。加簽規則：請第一堂課請務必出席。"
114,2,000348041,"管理學","王斌育","四D56","資訊140206",3.0,必修,"企管系",中文,否,學士班,"＠備註:第一堂課務必出席，缺席者請自行退課，企管系以外之必修生優先。"
114,2,000351031,"投資學","林靖庭","三234","逸仙050101",3.0,必修,"財管系",中文,否,學士班,"＠備註:先修經濟學及初級會計學一學年，金融二優先。為利課程銜接，建議同學修課前需具有統計學基礎概念(Mean、Variance、Covariance、Correlation coefficient、Normal distribution、Regression)"
114,2,000351041,"投資學","謝沛霖","五234","學思040202",3.0,必修,"財管系",中文,否,學士班,"＠備註:先修經濟學及初級會計學一學年。為利課程銜接，建議同學修課前需具有統計學基礎概念(Mean、Variance、Covariance、Correlation coefficient、Normal distribution、Regression)"
114,2,000357011,"多媒體與程式設計軟體","張瑞岩","三234","逸仙5樓資管電腦室",3.0,選修,"資管系",中文,否,學士班,"＠備註:原科目名稱為軟體應用導論，已修習原科目之學生不須再修習本科目。資管系同學修習不計入畢業學分。在逸仙樓五樓資管系電腦教室(0502教室)上課。"
114,2,000357021,"多媒體與程式設計軟體","張瑞岩","三D56","逸仙5樓資管電腦室",3.0,選修,"資管系",中文,否,學士班,"＠備註:原科目名稱為軟體應用導論，已修習原科目之學生不須再修習本科目。資管系同學修習不計入畢業學分。在逸仙樓五樓資管系電腦教室(0502教室)上課。"
114,2,000361031,"企業倫理與社會責任","柯玉佳","二234","商館260207",1.0,必修,"企管系",中文,否,學士班,"＠備註:限大三以上修習，集中授課六週，每次3小時，實際上課日期請參考教學大綱。"
114,2,000603001,"民法概要","戴瑀如","三34","法學院518講堂",2.0,選修,"法律系",中文,否,學士班,"＠備註:無"
114,2,000604001,"商事法","林佳穎","二34","法學院518講堂",2.0,必修,"法律系",中文,否,學士班,"＠備註:財管系二年級優先"
114,2,000318091,"初級會計學（二）","黃政仁","三78E","商館260313",3.0,必修,"會計系",中文,否,學士班,"＠備註:會一乙，不接受加簽。擋修初會(一)，本課程於115.6.6(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,2,000350001,"行銷管理","白佩玉","三234","炎成創新廳",3.0,必修,"企管系",中文,否,學士班,"＠備註:企管二乙優先。先修管理學與經濟學，第一堂課必到。"
114,2,000604031,"商事法","詹聰哲","一78","法學院105富邦法學講堂",2.0,必修,"法律系",中文,否,學士班,"＠備註:國貿系一年級優先"
114,2,000348051,"管理學","呂孟達","三D56","商館260205",3.0,必修,"企管系",中文,否,學士班,"＠備註:第一堂課務必出席，缺席者請自行退課，企管系以外之必修生優先。"
114,2,000351051,"投資學","邱健嘉","一D56","學思040202",3.0,必修,"財管系",英文,是,學士班,"＠備註:先修經濟學及初級會計學一學年。英語授課，財管二優先。為利課程銜接，建議同學修課前需具有統計學基礎概念(Mean、Variance、Covariance、Correlation coefficient、Normal distribution、Regression)"
114,2,000219512,"經濟學","吳文傑","一D56","大勇210103",3.0,必修,"國貿系",英文,是,學士班,"＠備註:ETP優先，英語授課。115.6.6上午舉行會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,2,000227011,"國際關係","楊文琪","三D56","綜南270415",3.0,必修,"外交系",中文,否,學士班,"＠備註:無"
114,2,000314011,"初級會計學（一）","徐愛恩","二78E","商館260106",3.0,必修,"會計系",英文,是,學士班,"＠備註:英語授課，ETP優先。"
114,2,000318041,"初級會計學（二）","詹凌菁","三234","商館260207",3.0,必修,"會計系",中文,否,學士班,"＠備註:企管一甲，第一堂課請務必出席。擋修初會(一)，本課程於115.6.6(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,2,000347021,"財務管理","湛可南","五234","商館260206",3.0,選修,"財管系",英文,是,學士班,"＠備註:先修經濟、初會一年，英語授課，本課程不加簽。"
114,2,000361001,"企業倫理與社會責任","白佩玉、別蓮蒂","五D56","寶來國際廳",1.0,必修,"企管系",中文,否,學士班,"＠備註:限大三以上修習，集中授課六週，每次3小時，實際上課日期請參考教學大綱。"
114,2,000217022,"個體經濟學","李慧琳","一D56","資訊140305",3.0,必修,"經濟系",英文,是,學士班,"＠備註:本課程為英語授課，另有實習課。"
114,2,000217042,"個體經濟學","陳鎮洲、黃柏鈞","三D56","綜合中央大教室 (270751)",3.0,必修,"經濟系",中文,否,學士班,"＠備註:本課程有實習課。"
114,2,000218002,"總體經濟學","莊奕琦","五234","綜合中央大教室 (270751)",3.0,必修,"經濟系",中文,否,學士班,"＠備註:本課程有實習課"
114,2,000219562,"經濟學","鄭鴻章","四D56","資訊140105",3.0,必修,"國貿系",中文,否,學士班,"＠備註:金融系優先。115.6.6上午舉行會考，修課學生皆須參��，無法參加同學請勿修讀。"
114,2,000219572,"經濟學","溫偉任","五234","研究250103",3.0,必修,"國貿系",中文,否,學士班,"＠備註:統計系，會一乙優先。115.6.6上午舉行會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,2,000226021,"政治學","韋洪武","一D56","綜南270209",3.0,必修,"政治系",中文,否,學士班,"＠備註:無"
114,2,000228032,"貨幣銀行學","蕭明福","四D56","大勇210105",3.0,群修,"經濟系",中文,否,學士班,"＠備註:無"
114,2,000229002,"社會學","馬藹萱","二1234","法學院416講堂",4.0,必修,"社會系",中文,否,學士班,"＠備註:無"
114,2,000318011,"初級會計學（二）","徐愛恩","一D56","資訊140201",3.0,必修,"會計系",英文,是,學士班,"＠備註:擋修初會(一)，英語授課，ETP優先。非同步遠距教學。本課程於115.6.6(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,2,088100011,"華語－密集班聽力課程（二）","林佩君","一D56","商館260309",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088100041,"華語－密集班聽力課程（二）","陳惠芳","一D56","綜北270407",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088110031,"華語－密集班聽力課程（一）","吳孟盈","一D56","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088110041,"華語－密集班聽力課程（一）","陳惠芳","一D56","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088200041,"華語－密集班口說課程（二）","陳惠芳","二D56","綜北270407",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088210021,"華語－密集班口說課程（一）","詹永康","二D56","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088210031,"華語－密集班口說課程（一）","吳孟盈","二D56","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088210041,"華語－密集班口說課程（一）","陳惠芳","二D56","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088300041,"華語－密集班閱讀課程（二）","陳惠芳","三D56","綜北270407",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088310031,"華語－密集班閱讀課程（一）","吳孟盈","三D56","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088310061,"華語－密集班閱讀課程（一）","許宇萱","三D56","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088400031,"華語－密集班寫作課程（二）","吳孟盈","四D56","大勇210204",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088410031,"華語－密集班寫作課程（一）","吳孟盈","四D56","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088F00011,"華語基礎班","許宇萱","二78E","綜北270405",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計。2.第一堂課務必出席，否則將予以退選。3.不開放加選、加簽。4.課堂抽點名未到逾九小時，該科將以零分計算。5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看。"
114,2,088F10031,"華語應用班","陳惠芳","三78E","綜北270407",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計。2.第一堂課務必出席，否則將予以退選。3.不開放加選、加簽。4.課堂抽點名未到逾九小時，該科將以零分計算。5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看。"
114,2,088F10051,"華語應用班","吳孟盈","三78E","綜北270401",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計。2.第一堂課務必出席，否則將予以退選。3.不開放加選、加簽。4.課堂抽點名未到逾九小時，該科將以零分計算。5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看。"
114,2,088F73001,"華語創作及選讀","蔡一萍","三D56","綜北270406",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計。2.第一堂課務必出席，否則將予以退選。3.不開放加選、加簽。4.課堂抽點名未到逾九小時，該科將以零分計算。5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看。"
114,2,000335011,"中級會計學（三）","金成隆","一D56","商館260106",3.0,必修,"會計系",中文,否,學士班,"＠備註:會三甲，擋修中會(一)、中會(二)。"
114,2,000347041,"財務管理","盧敬植","一D56","商館260105",3.0,選修,"財管系",中文,否,學士班,"＠備註:先修經濟學及初級會計學一學年。選課一律透過系統，不開放遞補，也不開放加簽。修課注意事項及退課原則請詳教學大綱。"
114,2,000361041,"企業倫理與社會責任","李竺姮","一D56","元大人文廳",1.0,必修,"企管系",中文,否,學士班,"＠備註:限大三以上修習，集中授課六週，每次3小時，實際上課日期請參考教學大綱。"
114,2,000358021,"資料分析與程式設計入門","楊亨利","二78E","逸仙5樓資管電腦室",3.0,選修,"資管系",中文,否,學士班,"＠備註:原科目名稱為資料處理，已修習原科目之學生不須再修習本科目。資管系同學修習不計入畢業學分。在逸仙樓五樓資管系電腦教室(0502教室)上課。"
114,2,000360071,"統計學（二）","蔡紋琦","四234","商館260206",3.0,必修,"統計系",中文,否,學士班,"＠備註:實習課為二、78。商院各系、地政系及經濟系學生優先。"
114,2,000361021,"企業倫理與社會責任","羅明琇","二234","炎成創新廳",1.0,必修,"企管系",中文,否,學士班,"＠備註:限大三以上修習，集中授課六週，每次3小時，實際上課日期請參考教學大綱。"
114,2,000604021,"商事法","魏杏芳","三56","法學院310講堂",2.0,必修,"法律系",中文,否,學士班,"＠備註:資管系二年級同學優先"
114,2,000712011,"微積分","劉明郎","五D56","大勇210106",3.0,必修,"應數系",中文,否,學士班,"＠備註:資管系優先"
114,2,000217032,"個體經濟學","徐麗振","二D56","綜南270415",3.0,必修,"經濟系",中文,否,學士班,"＠備註:財政系學生優先，本課程有實習課，先修科目為經濟學，且建議修畢微積分再選課。"
114,2,000218012,"總體經濟學","洪福聲","二234","綜合中央大教室 (270751)",3.0,必修,"經濟系",中文,否,學士班,"＠備註:本課程有實習課"
114,2,000218042,"總體經濟學","朱琇妍","三D56","綜北270104",3.0,必修,"經濟系",英文,是,學士班,"＠備註:財政系學生優先，本課程為英語授課，另有實習課"
114,2,000219022,"經濟學","翁永和","四D56","綜南270415",3.0,必修,"經濟系",中文,否,學士班,"＠備註:外交及資管系學生優先，本課程有實習課。"
114,2,000219082,"經濟學","廖郁萍","三234","大勇210104",3.0,必修,"經濟系",中文,否,學士班,"＠備註:地政系學生優先。"
114,2,000219112,"經濟學","彭喜樞","三D56","綜南270112",3.0,必修,"經濟系",中文,否,學士班,"＠備註:財政一乙學生優先，本課程有實習課。"
114,2,000219122,"經濟學","胡偉民","二234","大勇210103",3.0,必修,"經濟系",中文,否,學士班,"＠備註:財政一甲學生優先，本課程有實習課。"
114,2,000219552,"經濟學","朴民佑","四D56","法學院519講堂",3.0,必修,"國貿系",英文,是,學士班,"＠備註:企一甲優先，英語授課。115.6.6上午舉行會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,2,000221002,"財政學","黃智聰","二D56","綜合中央大教室 (270751)",3.0,必修,"財政系",中文,否,學士班,"＠備註:開放加簽"
114,2,000318051,"初級會計學（二）","梁嘉紋","三234","商館260210",3.0,必修,"會計系",中文,否,學士班,"＠備註:國貿一甲。第一堂課請務必出席，加簽規則請參照教學大綱，勿來信詢問。擋修初會(一)。本課程於115.6.6(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。"
114,2,088110011,"華語－密集班聽力課程（一）","林佩君","一D56","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088110061,"華語－密集班聽力課程（一）","許宇萱","一D56","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088200011,"華語－密集班口說課程（二）","林佩君","二D56","商館260309",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088200021,"華語－密集班口說課程（二）","詹永康","二D56","綜南270310",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088200031,"華語－密集班口說課程（二）","吳孟盈","二D56","大勇210204",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088200051,"華語－密集班口說課程（二）","方資閔","二D56","商館260209",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088200061,"華語－密集班口說課程（二）","許宇萱","二D56","綜北270405",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088210051,"華語－密集班口說課程（一）","方資閔","二D56","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088310011,"華語－密集班閱讀課程（一）","林佩君","三D56","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088310021,"華語－密集班閱讀課程（一）","詹永康","三D56","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088310041,"華語－密集班閱讀課程（一）","陳惠芳","三D56","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088400041,"華語－密集班寫作課程（二）","陳惠芳","四D56","綜北270407",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088410021,"華語－密集班寫作課程（一）","詹永康","四D56","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088F00031,"華語基礎班","方資閔","二234","商館260305",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計。2.第一堂課務必出席，否則將予以退選。3.不開放加選、加簽。4.課堂抽點名未到逾九小時，該科將以零分計算。5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看。"
114,2,088F10011,"華語應用班","許宇萱","三78E","綜北270405",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計。2.第一堂課務必出席，否則將予以退選。3.不開放加選、加簽。4.課堂抽點名未到逾九小時，該科將以零分計算。5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看。"
114,2,088F10041,"華語應用班","郭珊妤","三78E","綜北270404",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計。2.第一堂課務必出席，否則將予以退選。3.不開放加選、加簽。4.課堂抽點名未到逾九小時，該科將以零分計算。5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看。"
114,2,088F10061,"華語應用班","黃麗中","二78E","綜北270406",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計。2.第一堂課務必出席，否則將予以退選。3.不開放加選、加簽。4.課堂抽點名未到逾九小時，該科將以零分計算。5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看。"
114,2,088F71001,"中級商務華語","林佩君","四78E","商館260310",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計。2.第一堂課務必出席，否則將予以退選。3.不開放加選、加簽。4.課堂抽點名未到逾九小時，該科將以零分計算。5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看。"
114,2,088F72001,"新聞華語","葛健生","一78E","綜北270407",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計。2.第一堂課務必出席，否則將予以退選。3.不開放加選、加簽。4.課堂抽點名未到逾九小時，該科將以零分計算。5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看。"
114,2,088S10011,"基礎華語夏日班","吳孟盈","未定或彈性","",2.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.本課程限外籍交換生及學位生選修，外籍學位生修此課學分不予以採計。2.本課程採密集授課方式，預定於 6/15、6/16、6/17、6/18、6/22、6/23、6/24、6/25、6/26 共九日上課，每日下午 13:00–17:00，合計 36 小時。3.本課程於校方退選截止後即無法辦理取消，亦不受理退費，請務必審慎選課。4.上課教室：綜北270206"
114,2,088S90011,"零基礎華語夏日班","吳孟盈","未定或彈性","",2.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.本課程限外籍交換生及學位生選修，外籍學位生修此課學分不予以採計。2.本課程採密集授課方式，預定於 6/15、6/16、6/17、6/18、6/22、6/23、6/24、6/25、6/26 共九日上課，每日下午 13:00–17:00，合計 36 小時。3.本課程於校方退選截止後即無法辦理取消，亦不受理退費，請務必審慎選課。4.上課教室：國際大樓2樓360204。"
114,2,000318101,"初級會計學（二）","潘健民","三EFG","商館260106",3.0,必修,"會計系",中文,否,學士班,"＠備註:金融一，課堂與選課注意事項請參照教學大綱。擋修初會(一)。本課程於115.6.6(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。課堂與選課注意事項請參照教學大綱。請勿來信詢問。"
114,2,000318131,"初級會計學（二）","林禹銘","一EFG","大勇210206",3.0,必修,"會計系",中文,否,學士班,"＠備註:加簽規則請參照教學大綱或第一堂課請務必出席。擋修初會(一)，本課程於115.6.6(六)下午舉行期末會考，修課學生皆須參加，無法參加同學請勿修讀。加簽相關問題：1.加簽視教室可容納人數而定；2.欲加簽同學開學第一堂課必須出席；3.加簽與否以會計學是否為畢業必修科目為優先(包含雙主修，輔系不算)；4.初會一及格為加簽必要條件；5.來信詢問上述加簽相關問題不予回應。"
114,2,000327031,"中級會計學（二）","徐愛恩","二D56","逸仙050101",3.0,必修,"會計系",英文,是,學士班,"＠備註:擋修中會(一)，英語授課，ETP優先。不開放加簽。"
114,2,000350041,"行銷管理","朱怡亭、陳姿伃","四D56","學思040208",3.0,必修,"企管系",中文,否,學士班,"＠備註:第一堂課務必出席，未出席者請自行退選。先修經濟學和管理學。"
114,2,000358031,"資料分析與程式設計入門","余千智","三78E","逸仙5樓資管電腦室",3.0,選修,"資管系",中文,否,學士班,"＠備註:原科目名稱為資料處理，已修習原科目之學生不須再修習本科目。資管系同學修習不計入畢業學分。在逸仙樓五樓資管系電腦教室(0502教室)上課。"
114,2,000360011,"統計學（二）","黃佳慧","二234","研究250103",3.0,必修,"統計系",中文,否,學士班,"＠備註:實習課為四、78。統計系一年級學生灌檔；商院各系、地政系及經濟系學生優先。"
114,2,000605002,"商事法","李珮瑜","三78","法學院105富邦法學講堂",2.0,必修,"法律系",中文,否,學士班,"＠備註:會計系二年級甲班優先。114-2授課教師異動為李珮瑜老師。"
114,2,000711022,"微積分","蔡承育","四D56","大智190101",3.0,必修,"應數系",中文,否,學士班,"＠備註:經濟系優先"
114,2,000713012,"微積分甲","楊南屏","四D56","大勇210106",3.0,必修,"應數系",中文,否,學士班,"＠備註:資科系優先。"
114,2,000346021,"成本管理會計（二）","梁嘉紋","二D56","商館260210",3.0,必修,"會計系",中文,否,學士班,"＠備註:會二乙，擋修成會（一）。第一堂課請務必出席，加簽規則請參照教學大綱，勿來信詢問。"
114,2,000347121,"財務管理","林基煌、屠美亞","三234","學思040103",3.0,選修,"財管系",中文,否,學士班,"＠備註:先修經濟學及初級會計學一學年。"
114,2,000360031,"統計學（二）","張育瑋","二D56","商館260106",3.0,必修,"統計系",中文,否,學士班,"＠備註:實習課為四、78，商院各系、地政系及經濟系學生優先。本課程開放遞補不開放加簽。"
114,2,000360091,"統計學（二）","蔡紋琦","四D56","商館260106",3.0,必修,"統計系",中文,否,學士班,"＠備註:實習課為二、78。商院各系、地政系及經濟系學生優先。"
114,2,000605022,"商事法","陳言博","一78","法學院416講堂",2.0,必修,"法律系",中文,否,學士班,"＠備註:會計系二年級乙班優先。"
114,2,088310051,"華語－密集班閱讀課程（一）","方資閔","三D56","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088400011,"華語－密集班寫作課程（二）","林佩君","四234","商館260309",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088400021,"華語－密集班寫作課程（二）","詹永康","四D56","綜南270310",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088400051,"華語－密集班寫作課程（二）","方資閔","四D56","商館260209",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088400061,"華語－密集班寫作課程（二）","許宇萱","四D56","綜北270405",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088410041,"華語－密集班寫作課程（一）","陳惠芳","四D56","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:無"
114,2,088F00051,"華語基礎班","黃麗中","二78E","",3.0,選修,"華語文中心",中文,否,學士班,"＠備註:1.僅供外籍交換生與外籍學位生修習，外籍學位生修此課學分不予以採計。2.第一堂課務必出席，否則將予以退選。3.不開放加選、加簽。4.課堂抽點名未到逾九小時，該科將以零分計算。5.上課教室與名單將於開課前公告於國合處首頁，請學生自行上網查看。"
